time,lon,lat,rcp26_prcptot_p10,rcp26_prcptot_p50,rcp26_prcptot_p90,rcp45_prcptot_p10,rcp45_prcptot_p50,rcp45_prcptot_p90,rcp85_prcptot_p10,rcp85_prcptot_p50,rcp85_prcptot_p90
1964-07-01,-114.29,49.21,4.58,28.28,61.99,4.48,28.36,63.19,4.78,28.36,66.20
1964-08-01,-114.29,49.21,11.85,56.40,82.07,11.27,56.40,82.47,11.27,56.40,83.05
1964-09-01,-114.29,49.21,9.89,45.02,77.61,9.80,45.29,77.61,9.80,46.01,77.61
1964-10-01,-114.29,49.21,31.79,54.30,78.55,30.78,54.31,87.81,31.66,53.76,86.95
1964-11-01,-114.29,49.21,36.67,65.68,119.04,34.45,65.64,119.04,34.65,65.62,119.04
1964-12-01,-114.29,49.21,23.02,57.05,90.41,23.41,56.22,87.93,23.07,56.22,89.79
1965-01-01,-114.29,49.21,31.18,63.89,121.34,31.18,63.94,121.34,31.18,63.50,121.34
1965-02-01,-114.29,49.21,23.89,60.87,97.01,23.89,60.87,93.70,23.89,60.87,93.83
1965-03-01,-114.29,49.21,26.07,46.27,106.70,26.07,47.32,106.70,26.07,47.32,106.70
1965-04-01,-114.29,49.21,35.22,72.11,114.11,36.84,70.51,114.11,36.84,68.38,114.11
1965-05-01,-114.29,49.21,38.27,89.26,144.33,38.14,88.13,156.85,37.65,89.26,160.83
1965-06-01,-114.29,49.21,51.01,94.55,144.11,49.87,90.57,147.22,48.65,94.73,144.49
1965-07-01,-114.29,49.21,17.84,44.03,74.11,17.60,44.03,79.44,17.73,44.03,77.16
1965-08-01,-114.29,49.21,19.78,45.49,84.74,18.01,45.49,81.81,18.60,45.49,85.01
1965-09-01,-114.29,49.21,22.07,72.87,104.65,22.07,74.17,104.27,22.08,73.23,104.27
1965-10-01,-114.29,49.21,15.52,47.76,95.95,17.30,47.76,95.94,17.30,47.76,95.94
1965-11-01,-114.29,49.21,38.40,57.88,100.65,37.70,57.88,98.25,37.74,57.88,97.60
1965-12-01,-114.29,49.21,36.60,53.31,84.64,36.60,53.18,85.85,36.60,53.18,87.46
1966-01-01,-114.29,49.21,26.26,63.79,121.09,25.39,65.62,121.09,23.34,65.67,121.09
1966-02-01,-114.29,49.21,19.78,41.36,79.20,19.78,41.45,80.87,19.78,41.45,80.87
1966-03-01,-114.29,49.21,17.84,52.46,86.92,17.18,52.46,86.92,17.23,52.46,86.92
1966-04-01,-114.29,49.21,26.74,70.56,121.81,24.94,70.56,123.20,24.40,70.56,120.06
1966-05-01,-114.29,49.21,35.35,77.52,132.78,36.13,77.52,129.60,36.13,77.52,132.59
1966-06-01,-114.29,49.21,44.53,86.63,215.21,43.78,82.79,215.21,43.78,81.03,215.21
1966-07-01,-114.29,49.21,19.96,39.73,80.53,19.80,39.73,80.53,20.37,39.73,80.53
1966-08-01,-114.29,49.21,19.41,48.44,92.57,19.41,48.44,91.02,19.41,48.44,91.02
1966-09-01,-114.29,49.21,29.78,51.50,90.63,29.24,51.39,91.13,29.24,52.38,93.36
1966-10-01,-114.29,49.21,14.68,41.54,86.49,14.83,42.35,86.50,14.95,43.48,86.50
1966-11-01,-114.29,49.21,35.83,75.27,106.82,33.35,75.30,107.44,33.22,74.72,107.44
1966-12-01,-114.29,49.21,25.07,58.49,91.53,25.03,58.99,91.89,25.03,58.99,91.83
